u.name,u.funny,u.fans
Robert,8,0
A,32,3
Laurie,21,2
Nikki,1,0
Turkey,1,0
Allison,1,0
Windy,0,3
Jeffrey,28,0
John,4,2
Randy,1085,94
Tobey,28,0
Jan,7,0
S.,1,0
Alexa,2,0
River,5,0
Claire,0,0
Lauren,1,1
Nicole,1,0
Julia,3,0
Petter,1,2
Brittany,1,0
Chloe,4,1
Amy,0,0
K,0,0
Archana,28,1
Eduardo,18,1
Red,12,2
Lj,2,1
Lara,3,0
Melody,10,0
Leslie,2,0
Erik,10,1
Gabriel,21,3
Lilly,4,0
Lizabeth,61,21
Muniza,2,0
Angela,34,17
Phil,1,0
Marnil,2,0
Emi,0,0
J,0,0
Justin,2,1
E,2,0
Blake,5,0
Karen,0,0
G,3,0
Karl,0,1
Melody,39,5
Kat,261,18
Bellez,0,0
Chivita,17,3
Elizabeth,140,26
Richard,12,1
Samuel,30,5
Jennifer G.H.,1685,84
Chris,2,0
Sally,35,10
A,0,0
Amelia,3,0
Omer,0,1
Tiffani,12,2
Stephanie,6,2
J,11,1
Jason,2,3
Craig,2,0
Gerry,5,0
Larry,8,0
Colette,25,3
Leah,0,0
Bill,3,0
E,21,1
Kiri,24,0
De,7,4
Del,10,2
Kayce,3,1
Brittney,3,2
A va,1,0
Nick,3,0
Brett,6,4
Ariela,9,1
Joy,0,0
Zach,1,0
Joseph,5,0
Jim,3,0
Denise,0,1
Christopher,1,0
Porsha,5,1
sarah,10,1
Joe,0,0
Kevin,2,0
Joe,3,0
Kathleen,6,2
Jackie,4,0
Brian,0,0
Evie,3,1
Lourdes,1,0
Maia,1,1
Kimberly,1,0
Josie,0,0
Lucy,0,0
Maggie,221,5
Carlos,0,0
Michael,0,1
Trebeto,3,0
Andrew,705,31
Melissa,10,3
Edward,51,4
jim,25,4
Ye,0,0
Alex,3,0
Jay,0,0
Christina,0,0
Amanda,1,0
Diane,1,1
Julie,5,0
Holly,3,0
Stephanie,7,3
Carey,0,0
Sarah,0,0
Ginny,2,1
Brett,1,0
Matthew,8,0
Pamela,0,0
Joe,0,0
Cedric,4,1
Shawn,10,2
Melissa,0,0
Carl,7,0
Kevin,1,1
Ann,2,0
Laura,18,1
Tawni,0,0
Sabaka,8,0
Cecilia,2,0
Beril,1,0
Manu,0,1
Jacob,53,4
Holly,4,0
Chris,2,0
Salina,4,0
Michelle,1,0
Min,0,0
Nicole,20,3
Fuh,2,0
MK,4,0
Christine,7,0
Karen,3,1
Olga,0,0
Mar,1,0
Tan,1,0
Claudia,0,3
The,1,0
Dan,12,1
Eric,1,0
Sharie,4,0
Good Stuff,4,0
Danielle,0,0
AznBanjoPlaya,7,4
Roberto,28,1
Souliphanh,8,3
Atif,2,0
Esperanza,2,0
Patricia,0,0
Peter,5,0
Rob,39,1
David,11,0
Carole,16,3
Kimberly,3,1
Mikee,1,0
Carlos,2,0
Cindi,0,0
Kyle,3,0
Juju,1,0
Jennifer,0,0
Jayde,211,9
Kat,142,31
Ron,1983,268
Raman,8,2
James,1,0
Jonathan,4,1
Paul,23,0
Marilyn,8,0
Andrea,1,0
Tenise,0,0
Alejandro,0,0
Steven,0,0
Angela,0,0
Rick,1,0
Jessica,4,1
Adam,7,1
fliffles,16,1
Todd,0,0
James,3,0
Stephen,0,0
Jonathan,3,0
Steely,0,0
M,2,0
Megan,15,3
Franky,1,0
James,0,0
Alicia,0,0
Jenna,2,2
Brandon,1,0
Matt,9,6
Daniel,1,0
Fred,4,0
Cory,0,1
Yesse,0,0
Jessica,0,0
Mark,6,0
Mrs.,10,0
Jay,1,0
Carmen,10,0
Tiana,4,0
Amanda,1,0
Richa,0,0
Martha,0,0
Brandi,4,1
Orlando,0,0
Gina,3,0
Mario,1,0
Nick,211,14
Karen,269,48
Neline,283,20
Mr,72,8
Melinda,1,1
Michael,3,0
Kristen,2,0
Lisa,1,0
Allen,5,0
Renee,6,0
Chris,1,0
Shae,0,0
Duncan,0,0
Stephanie,34,7
David,1,0
Meghan,1,0
Dawn,4,0
li,2,0
Jhon,27,1
Dan,0,0
Eric,60,10
Laura,5,0
Nate,98,3
shawna,20,0
Lara,2,0
Melissa,4,1
Doug,22,3
Grecia,0,0
Sam,1,0
Rich,2,0
Judi,0,0
Jess,6,3
Jennifer,0,0
Marc,0,0
Dorothy,4,0
Justin,0,0
Fatima,6,1
Jr051578,5,0
Lalita,2,0
June,0,0
Sugith,1,0
Jessica,1,0
Michael,0,0
Anya,2,0
Dustin,0,0
Agnes,0,0
Jasmine,1,0
Benjamin,88,7
sam,2,0
Barry,212,15
Bryant,4,0
Jessica,1,0
Dara,4,0
Sharon,0,0
Felipe,2,0
Ian,9,1
Gem,6,0
Holly,6,0
Lise,100,4
Cassie,12,0
Kayla,2,0
Lori,1,0
Ona,0,0
Emily,0,0
Jen,0,0
KJ,54,0
Genevie,3,0
Heather,0,1
Cindy,11,0
Tim,4,0
Glenda,2,0
Anastacia,0,0
Who,0,0
Miss M,0,0
Santah,57,7
Glendyll,3,0
Beau,0,0
Lee,1,0
Scot,14,0
Cardell,0,1
Lee,0,0
Daniel,0,0
Katherine,0,2
Meeta,12,7
Timothy,415,19
Warren,1,0
jane,21,6
Erik,1,0
Cydnie,0,0
James,0,0
Mike,166,10
Nina,0,0
Krayl,0,0
Nitta,1,0
Maruchan,3,0
Brynn,0,0
Cranky Greg,220,9
Sandra,7,0
Daniel,1,1
Brittany,0,0
Jane,37,4
Zhenya,7,1
Bonnie,0,0
Kandi,3,0
Justin,2,1
Lowey,357,32
Duane,1,0
Hannah,0,0
Irene,0,0
Jim,0,0
Michael,1,1
Todd,1,0
Alfredo,90,9
Greg,0,0
Tom,4,0
Jim,52,2
Deana,0,0
Paul,74,6
Jerry,1,0
matthew,0,0
A,28,3
LaWanda,2,0
Willie,0,0
Powerna,2,0
Chloe,3,0
Erika,0,0
Shawn,3,0
Amanda,20,7
Deb,1,0
Vicki,3,0
Martha,17,1
tiera,2,0
W,4,0
Steven,20,1
Cara,0,0
Barry,0,0
Michael,3,0
Amanda,3,0
Priscilla,0,1
Scott,3,0
Beth,0,0
Dan,2,0
Julie,3,0
Tj,1,0
Sheri,4,1
Daniel,3,0
Amber,2,1
K.,2,0
Elayne,1,0
Jazz,1,0
Allison,15,0
Shanti,4,1
Ash,1,0
Megumi,0,0
Lisa,0,1
Lauren,5,1
Aprameya,75,14
Erin,0,0
Melissa,5,1
Trixie,1,0
Lara,7,1
Marilyn,0,0
Rick,0,0
Jason,1,0
Jit Hoong Lim,7,1
Damian,13,0
Kris,1,0
Kristin,1,0
Tom,0,0
EFREN,2,0
WinU,6,0
John,1,0
Zaki,3,0
Stephanie,3,0
Laura,2,2
Carey,1,1
David,5,0
Dreama,0,0
Kaily,1,0
Apple,1,0
Dana,0,0
Ashlee,5,0
John,0,0
Ellen,10,0
Charles,8,0
Simone,0,0
Brittany,2,0
Jeremy,81,21
Alma,0,0
Cheryl,0,0
Diana,177,19
Katherine,0,0
Bob,0,0
Jessey,0,0
Yvette,12,0
Rachel,1,0
David,0,0
avignon,7,0
Daniel,20,0
Lisa,4,0
Timothy,1,0
Deanna,1,0
Jeanette,2,0
K,4,0
Manda,2,0
Nella,2,3
Ethan,4,1
Karen,0,0
Theresa,55,2
Linda,5,3
Eva Marie,2,0
Yann,58,10
Thea,4,0
Michelle,61,6
Michael,2,0
Cheeron,0,0
Kimberly,7,1
Des,4,0
Chase,2,2
Sarah,3,0
Michael,674,65
Michael,0,2
Christine,5,1
May,1,1
Jonny,0,0
Bella,0,0
Connie,0,0
Andrews,0,0
Wingtse,1,0
Anna,8,1
Halis,3,0
Cindy,22,6
Nicole,3,0
Niki,2,1
Melis,0,0
Celeste,35,5
Lloyd,1,0
Michael,4,0
Forrest,0,0
T,4,0
Kathleen,0,0
S,1,0
Casey,12,1
Loknica,3,0
Nikki,0,1
Allison,0,0
Summer,0,0
BeFree,41,2
Miranda,1,0
Van,0,2
Linda,120,20
Scott,2,0
Gail,269,36
Eunice,1350,89
B,26,1
Ashleigh,413,42
Beer,61,1
Michael,2,0
Sarah,32,7
Laurie,21,2
Vincent,2,0
Florence,79,13
Lauren,16,0
rachel,177,9
Dave,45,2
Jina,8,0
Stephanie,736,32
Vicki,1,0
Debbie,0,1
Caity,4,0
Danielle,80,17
Jennifer,88,11
Annie,189,32
Chris,59,16
Jeanie,175,20
Robert,1,0
steph,130,39
Lilibeth,23,8
Joe,1,2
Brij,5,1
Jerry,12,0
Terry,3,0
Abe,9,3
John,0,0
Ming,266,41
Rachel,12,6
Christian,75,5
Marivic,242,39
Esther,7,1
My,15,1
Andrew,483,17
Cira,4,0
Desiree,23,4
Jami,48,7
B,4,1
Lisa,1,0
Desiree,7,1
Arnaud,1,0
Carolyn,133,9
Lyd,61,10
Lisa,1,0
Tonya,0,0
Mikal,1188,37
Mr.,4,0
Brianna,9,3
Mary,14,1
Julie,28,7
KebShi,14,0
Tina,53,16
Susie,0,0
Jess,8,1
Becky,21,15
Marc,10,2
John,1,0
Richard,1,0
Jennifer,108,9
Kristin,3,2
Koko,18,3
Nicole,19,1
Jennifer,96,28
Pedro,107,7
Angela,33,2
Jesselynn,37,5
Alex,32,2
Melissa,28,12
Elena,9,0
Karyne,1,0
Dave,12,0
Winny,1221,88
Yasut,6,1
Kat,19,4
Jonathan,56,2
Lori,2,0
Elizabeth,212,31
Julian,0,0
Tyler,1,0
Ray,1,0
Jeremy,52,3
Bob,3,0
Alicia,0,0
Jason,0,0
Dylan,2,0
Merryn,4,0
Tina,2,0
Ashley,3,0
Chelsea,0,1
Daniel,2,1
Brandon,1,0
Lyle,1,0
Jay,10,0
Dolen,0,0
Susanne,37,0
Dominique,0,0
Anna,1,0
Chantel,1,0
Winter,0,0
Joan,0,0
G.,30,7
Brittany,617,77
Sarah,24,2
Donald,7,0
Jeff,1,0
Shirley,0,0
Lewis,1,0
Poni,77,3
Suzy,24,4
Mike,5236,128
Dan,3,0
Dale,3,0
Mark,10,0
Kim,5,0
Erica,1,0
Gary,1,0
David,1,0
Melanie,10,0
Angela,2,0
Grace,28,1
Frank,1,0
Loan,12,1
Gericho,0,1
Armando,4,2
Tyler,4,0
Dulce,0,0
Kay,5,0
LaNita,0,0
Kona,11,4
Mickey,3,0
Melinda,1,2
Argelia,3,0
Oliver,4,1
Anh Bao,7,2
Ana,0,1
Mahvesh,13,6
Katie,108,10
Katie,1,0
Julia,0,0
Sofia,0,0
Emma,1,0
Cory,2,3
Kyle,2,0
Mandi,4,0
Emilie,1,0
Sam,1,0
Caitlin,1,0
Melissa,0,0
Stephanie,2,0
Jenn,1,0
Mia,2,1
Mollica,1,1
Amanda,0,0
Stacy,0,0
Sherisa,1,0
Eve,2,0
Bobbi,8,1
Melissa,0,0
Alexa,2,0
Regina,2,0
Vanessa,3,0
Jasmine,6,0
Mary,0,0
Las Vegas,2,2
Christine,14,0
Joyce,1,0
Lexy,0,0
Juliana,2,0
Larissa,4,0
Monique,9,0
Julia,1,0
Keith,2,1
Ryan,0,0
Shakeela,2,0
Lisa,2,0
Connie,0,0
G Faith,3,0
Kim,9,1
Steve,1,0
Thomas,0,0
Heather,4,0
Will,2,0
M,0,0
Jessica,0,1
Patricia,5,2
Will,6,3
Josh,15,1
Amber,10,1
Bianka,0,0
Cristina,1,2
Gordon,1,2
Joanna,1,0
Lisa,3,1
Amber,0,0
Stacey,5,0
Caroleena,0,0
Christine,1,0
Alyssa,0,3
Eli,5,0
Jenny,24,27
Brittany,3,0
Powerful,107,3
Donna,82,0
Megan,1,0
Stacy,12,2
Thomas,2,0
John,1,0
Tiffany,34,0
Samantha,30,4
Kristy,5,0
Carla,6,0
kris,1,0
Jeffrey,0,1
Babette,0,0
Eddie,0,0
Nicole,1,0
Malarie,0,0
Eris,0,0
Lo,0,0
Robert,136,21
Miss,3,0
Leigh,0,0
Allison,0,1
Nicole,0,0
Ginger,0,1
Olivia,0,0
Ryan,31,4
Stephen,4,0
B,7272,244
Zach,9,1
Adam,0,0
Alain,2,1
Karla,0,0
Shawn,10,0
David,2,0
R,0,0
Steven,1,0
Jessica,0,0
Jambez,12,1
Nurali,2,0
Ankit,7,2
Ari,2,0
Faith,0,0
Michelle,3,1
Robin,1,0
Izzy,0,0
Mary,0,0
Tim,2,0
Ruth,3,0
Matt,5,0
Brian,2,0
Janice,1,0
Anis,0,0
S,0,0
Chari,2,0
Iryna,1,0
Steph,8,1
Ellen,2,0
Maya,3,4
Teresa,1,0
Julianne,2,0
Margi,4,0
Karelyn,2,0
Mandee,10,1
Elena,1,0
anthem,0,0
John,1,1
Brittany,0,0
marriel,2,0
Kimberly,4,4
Aviva,7,2
Steve,1,0
Nigel,0,0
Alex,4,0
Jason,0,0
Andee,1,0
Ashlee,11,0
Megan,15,1
Chasity,9,1
Enoch,46,13
Jessamyn,10,2
Alexander,4,1
First,2,3
Jenny,5,0
Alexis,1,0
April,0,0
Harry,1,0
Theresa,0,0
Meta,0,0
Haley,0,0
David,0,0
Jenny,6,0
Eileen,16,5
R,1,0
Ed,3,0
L.,7,0
Jeff,5,1
Patti,0,0
Brent,1,0
Katelyn,5,0
Heather,0,0
Vash,3,0
Zee,0,1
Alessia,0,0
Monica,0,0
S M,7,0
Alex,0,1
Anne,1,0
David,0,0
Robertas,0,0
Sacha,1,0
Andrew,2,0
Sue,1,0
Marybell,0,1
Amy,7,2
Mike,23,4
Carly,0,0
enas,0,0
Michelle,0,0
Anthony,1,0
Matt,22,1
Travis,2,0
Ileen,8,0
Brian,10,1
Mark,0,0
peng,5,0
Jessica,3,0
t,3,0
Andy,0,0
Angelique,1560,61
Blake,24,2
Suzanne,7,0
Nathan,3,1
Susan,30,5
Jilly,1,0
Kim,2,4
Kevin,391,39
Kaycie,1,0
Tony,0,0
David,1,0
Grant,0,0
Jerome,1,0
Nonya,3,0
Tulani,232,26
Bill,0,0
Emily,639,59
Sonny,27,0
Viktoriya,9,2
Kennia,0,0
Alvaro,0,0
Hanna,2,0
Chellee,0,1
Aysha,1,3
Josh,3,5
Hayk,6,1
Jenny,0,0
Marjorie,57,7
Gary,5,0
Irwan,21,6
Nelli,38,9
Alan,6,2
Kristian,17,1
Cindy,0,2
Tanya,8,2
Lola,0,0
Loren,0,1
John,1,0
EMov,0,0
Ender,2,2
Danielle,0,0
Karina,2,2
Lisa,2,1
Marc,1,0
Lawren,2,1
Jann,1,0
Angela,2,0
Michelle,0,2
Julene,4,1
Lee,0,0
Tod,1,0
Alejandro,0,0
Heidi,0,0
Traci,0,0
John,0,0
Philip,1,0
R,10,1
Enrique,6,0
Kathy,1,0
Brianna,2,0
Phil,6,0
Lynn,0,0
Brandon,1,0
Kim,0,0
Robert,2,1
Roberta,0,0
Mr.,27,0
Stephen,72,4
Ariel,0,1
David,1,0
Susan,0,0
Courtney,1,1
Eric,150,27
A,13,0
Michelle,5,0
Kourtney,1,0
Nancy,5,0
Brian,3,2
Chase,0,0
Krs,8,0
Nathaniel,1,0
Cheryl-Anne,2,0
Henri,0,0
P,0,1
Beth,0,0
Jodi,4,1
Edward,0,0
Joe,1,0
Milo,11,0
Philbert,17,0
Erika,10,0
Ron,1,0
Gregg,3,0
Natalie,20,2
Ray,0,0
Kevin,3,0
Barbara,0,0
Debby,0,2
Jennifer,2,0
Jeff,5,0
Curtis,0,1
Robert,1,1
Terry,3,1
Nick,25,2
JOANN,3,0
Lolita,1,0
Kathy,6,1
Frances,10,6
Stacey,0,0
Mollie,0,0
Rick,1,0
Gabe,2,0
Damir,2,0
Mari,50,4
Weinaz,4,0
Shelbey,0,1
Mark,0,1
Maggie,0,0
Britt,0,0
Adam,9,12
Will,11,1
Sam,2,0
Stephanie,3,0
Angela,0,0
K,2,0
Chelsey,0,0
Cindy,1088,63
Pam,2,0
Fadean,2,0
Leilani,0,0
Shane,0,0
Christopher,0,0
Kim,6,0
Marcy,0,0
Briggitte,0,0
Courtney,4,0
Tanya,11,1
Shameika,1424,80
Rob,0,0
Raymond,0,0
Julie,0,0
R,0,0
Kris,0,0
Chris,31,2
Joshua,1,0
Angela,1,0
Aaron,12,2
J,0,0
Brittany,5,1
Shauna,5,0
Lori,0,0
Mary,2,0
No,0,0
Gloria,414,43
Ann,2,1
Jennifer,78,9
Madelaine,1,0
Karl,0,0
Tyler,1,1
Travis,0,0
Eric,0,1
Lawrence,12,1
Travis,4,1
Anastasia,2,0
Jonathan,20,4
Wendy,26,3
B,5,0
Andrew,3,1
Jenny,2,0
Pariz,0,0
Val,3,1
Sharon,2,0
Bill,9,0
Brian,1,0
Angela,189,17
Chris,0,0
Monica,5,2
Kayleigh,21,7
Elliot,14,1
Mary,3,0
Jorge,5,0
Jen,0,0
Belanger,23,3
Renee,10,0
Aleah,4,1
Leah,0,0
Mary,3,0
Irene,3,0
Trey,8,0
M,3,1
Vince,0,0
Jessica,8,0
Anthony,10,0
Julie,3,1
DeeAnna,0,0
Alicia,3,0
Jared,5,1
Sally,6,1
Marcia,1,0
Sez,8,2
Nick,48,14
Sindee,9,1
Sabrina,15,2
James,27,1
Kris,8,0
Pam,4,0
Mike,0,0
carol,31,4
Stephanie,90,20
Patrick,3,0
Greg,0,0
Landon,2,0
Kristin,14,2
Laura,524,40
Jeffrey,3,0
Kathy,3,0
Dude,2,0
Pierre,2,0
Vernon,1,1
Melissa,5,1
Natalie,9,3
Diana,4,0
Candice,0,0
Alex,1,0
Samantha,0,0
Jonathan,10,3
Michelle,2,0
Toya,29,3
Irene,2,0
Jimmy,0,0
Alvin,1,0
Dan,3,0
Judi,0,0
Kai,1,0
Lauren,2,0
Todd,3,0
Tammy,10,0
Fitz,0,1
Julie,0,1
Gray,1,0
Kirsty,0,0
Brad,45,5
Michelle,75,9
John,0,0
Paul,0,0
Ed,30,2
Gibble,39,1
Joseito,1,0
Jerry,1,0
Charlesa,4,2
Wayne,1,1
Linda,2,1
Betsy,6,0
Emily,0,0
Mary,0,0
Ahmad,3,1
Eric,3,0
Britney,4,0
brittany,0,1
Mike,0,1
Eric,0,0
Danny,0,0
Brooke,0,0
Mary,1,0
Melissa,1,1
Jen,0,0
Daphne,0,0
Edward,1,0
Brandi,3,0
Krystal,0,0
Jonathan,15,0
James,1,0
Emily,0,2
Stephanie,35,11
Mason,9,1
Koda,1,0
John,2,0
Tara,3,0
Kurt,1,0
Kellie,0,0
Stephen,0,0
Henry,1,0
Matt,2,0
James,0,0
Jeff,6,0
Burton,1,0
Shane,1,0
Steve,17,1
Gerald,0,0
Joe,0,0
Jay,26,4
Patricia,254,10
Catherine,3,1
Danielle,0,0
Niecy,4,0
Andrea,0,0
Kassie,8,4
Kainani,11,2
Amanda,2,0
Pristine,0,0
James,0,0
Mary,1,0
Karen,741,66
Ruben,102,1
Christy,1558,68
Andrea,13,4
Kelsey,66,8
Lyle,159,28
Keith,123,34
T,16,0
Adam,90,8
Brittany,7,3
J,76,3
Tara,17,4
Lady,25,6
Alex,42,10
Kevin,621,38
The,11,1
winnie,21,4
Lizzy,1,0
Kira,0,0
Elyse,1,0
Brennan,5,0
Ish,1,0
Stephanie,809,120
Brooke,1,0
Robert,7,0
Teresa,0,0
Lemar,1,0
Jesse,367,39
Aileen,23,2
Mark,0,0
C,2,0
Ralph,10,2
Az,1,1
Fred,7,0
Rachelle,0,0
Ed,0,0
K,1,0
Baillee,1,1
Kelsey,1,0
Andrea,4,0
Charman,0,0
Gwen,3,0
Danyelle,6,1
Elyse,0,0
Jessica,1,1
Danny,2,1
Vincent,1,1
Stacie,7,0
Tom,2,0
Lisa,0,0
Elisa,7,3
Sara,4,0
J.,1,0
Fernando,3,0
Camille,0,0
Joanni,2,2
Bruce,7,1
Brionne,1,0
Karen,5,0
Lisa,0,0
Allison,0,0
Kim,5,1
Jessica,4,0
Jessie,0,0
Kamesha,0,0
Lindsey,3,0
David,1,0
Daniel,9,0
Katie,0,0
Mike,3,0
K,0,0
Jazz,0,1
John,228,41
Darrell,138,50
Benny,7,0
Manar,1,0
Jessica,11,1
Cheeky,14,2
PJ,26,5
Jordan,1,0
Matthew,5,3
Nicholas,4,0
Lapis,13,2
Troy Patrick,8,4
Tom,0,1
Courtney,1,0
Hoang,3,1
Rebecca,12,1
Toni,3,2
Federika,10,1
Greg,6,1
Michelle,2,0
Blythe,3,1
Sarah,2,0
Eva,0,0
Liz,2,0
Sarah,0,0
Susan,0,0
Bill,3,0
Leslie,20,2
Peter,3,0
Frank,1,0
Lori,1,0
Todd,6,0
Bridget,2,1
Michelle,1,0
Rich,0,0
Carol,0,0
Vena,0,0
Brad,11,0
Tayler,1,0
Kari,1,0
Sue,18,1
Diann,0,0
Jack,0,0
Jessica,0,0
Eddie,0,1
Stephani,29,5
Addy,0,0
Loren,2,0
Sabrina,2,0
Tera,2,0
Chris,132,6
Patty,0,0
Joel,8,0
Shanell,4,0
Meg,2,0
Jane,0,1
Brittany,2,0
Ashlee,2,0
Sarah,5,0
Thomas,1,0
R,0,0
Sal,1,2
Jeffrey,2,0
Dave,2,0
Melanie,2,0
Food Porn,6,2
Kristin,8,1
Freaky,2,0
Martha,0,0
Tommy,29,4
Jake,1,1
Kyle,2,0
Guy,2,0
Gustavo,0,0
Steve,0,0
Ray,1,0
Paul,0,0
Savannah,2,0
JEvan,7,2
Olivia,0,1
Jeba,2,1
Cornelius,1,0
Kevin,3,1
Hancock,0,0
Morgan,2,1
Edamame,1,1
Curtis,4,0
Hope,3,0
Kristine,1,0
Kelly,5,0
Roger,1,0
Jesse,0,0
Kat,11,4
Matt,1,0
Natalie,1,0
Viangela,0,0
Rachelle,1,0
Meh-lu,0,0
Abegail,6,1
B,2,0
Jennifer,5,0
Dean,2,0
Allison,1,1
David,102,4
William J,4,1
Marianna,58,8
Lena,0,0
Adrian,1,0
Michael,3,1
Peter,0,0
Mike,1,0
Kyle,2,1
Mike,1,0
Michael,0,1
David,4,0
Jessica,5,1
Jaime,0,0
Katie,2,0
Krista,194,28
Nyla,467,9
Catherine,19,6
Muerto,60,12
Garfield,122,4
Monica,2882,135
Kathryn,653,106
Shiryn,19,4
Carlos,29,5
Angie,3,0
Van,2168,58
Emily,23,7
Cici,1,0
Jennifer,8,1
Shari,25,1
Martha,1,2
joey,8,2
Stacy,10,1
Jeremy,34,8
Kyla,43,8
Chen,30,7
Laura,3,0
Kathy,56,5
Julie,79,13
Cynthia,21,8
Janelle,1555,157
Brian,5,0
Cheng,245,15
Melissa,115,18
Faisal,77,13
Heaven,12,6
Ziva,185,16
Mindy,1907,128
Loren,6,1
Simran,11,8
Jennifer S.,73,11
Dana,0,0
w. shay,7,0
Kristin,21,2
Casey,2,0
Ben,133,10
Marci,2,0
Phung,68,7
Stacy,50,13
Tesia,228,29
Frank,48,1
David,2,0
Sarah,15,1
Connie,11,1
Sheila,2,0
Janet,772,81
Amber,36,13
Tony,82,4
Nawaaz,30,2
Amanda,0,0
Jenn,3,0
Alma,0,1
Kenn,4,0
Sheana,0,0
Ashley,4,1
Reb,15,0
Jamie,0,0
Kathi,133,17
Stephanie,1,0
NAOMA,11,1
Tyler,1,2
Patricia,1,1
Tim,10,0
Bobster,1,0
angie,22,1
Dale,1,0
Monica,1,0
Grace,0,0
Deedee,7,0
Dusty,180,11
Trisha,1,0
Dana,3,0
Jamie,14,3
John,12,0
A,4,1
Vincent,0,0
Jason,1,0
Tammy,1,0
Kate,0,0
Steve,51,7
Amanda,7,0
Cassie,1,0
RJ,2,0
Jin,26,2
Sbp,0,0
Henry,0,0
Karina,0,0
Kerry,0,0
Jesse,0,0
Danielle,2,0
Mike,1,0
Erika,5,5
Jennifer,27,0
Ashley,7,0
Jared,0,0
John,0,0
Resha,0,0
Amy,2,2
Cathy,6,0
Tc,12,1
Angelique,5,0
Gooses,5,2
Jared,1,0
Melissa,1,0
Brittany,0,0
Chad,0,0
Liz,3,0
Carlos,113,24
John,30,0
Daniel,9,0
Macy,1,0
Jennifer,39,8
Wade,0,0
chyla,1,0
Robin,1,0
Jessica,0,0
Josh,0,1
Jedd,0,0
Aaron,23,1
Paul,2,0
Jenny,2,0
Mike,3,0
Brian,4,0
Dan,1,0
DJ,7,0
Nicholas,1,0
Ben,0,0
Michelle,125,17
Samantha,73,5
Ivan,7,0
Don,10,1
Hayley,16,1
Christina,1,0
Colin,4,0
Angela,2,1
Marco,0,0
Gene,1,3
Elias,14,1
Steven,1,1
Heather,9,1
Jillian,152,30
Katy,30,2
Alisia,12,0
Amanda,69,5
Sharon,7,1
Kristin,3,0
Ursula,1965,99
David,0,0
Jason,30,2
Stephanie,2,0
Bennie,0,0
Cindy,0,0
Carl,144,9
LKT,32,1
Matthew,16,0
Todd,155,6
Dolores,0,3
G,9,0
Deb,1,0
Cathy,1,0
Kanga,1,0
Ian,6,1
Kerin,10,0
Justin,11,0
Maggie,0,0
Shirley,6,0
Vivienne,18,1
M.,3,0
Shelly,2,1
Brian,0,0
Bob,0,1
Joe,0,0
Drew,9,0
Edwin,0,0
Sarah,0,0
Leyla,10,0
Stacey,0,0
Alize,0,0
Aurora,0,0
Mike,0,0
Nazanin,2,1
Jennifer,0,0
Lucy,4,0
Tina,2,0
Juliana,2,0
Jennifer,25,3
Andy,0,0
Zak,0,0
Marcus,0,0
David,0,0
Jo,2,0
Julia,938,49
Camron,2,0
Zachery,1,0
Jason,2,0
Amber,1,0
Drew,0,1
Karissa,702,42
Janet,10,1
Ruby,201,9
Rich,5158,110
J,2,0
Tom,0,2
Tom,2,1
Russ,8,1
James,4,0
Brittany,0,0
Rosio,0,0
Gerard,1,0
Howard,0,1
trevor,0,0
Roland,2,0
Lindsay,22,3
John,9,2
Ian,6,0
Mariya,0,1
Niousha,219,15
Maryam,0,0
Derek,365,25
Justin,6,1
Daniel,1,1
Kevin,27,1
Nat,2,0
Brian,152,18
Kat,1,0
Deena,0,0
Adriana,5,6
Corina,3,0
A,2,0
Macie,0,0
Danielle,7,3
Oscar,5,0
Nicholas,0,0
Rachel,3,0
Alex,0,0
Thomas,2,0
Lisa,4,1
Sara,3,0
Sarah,1,0
JoAnn,2,0
Dahlia,2,0
Derek,0,0
Derrell,2,0
Angie,2,0
Fonda,1,0
Sal,0,0
Gregory,0,0
Christie,0,0
Dawn,0,0
Rachelle,0,1
Aaron,2,0
Bob,0,0
Josh,1,0
JD,0,0
Tina,0,1
T.,1,1
Brett,0,0
Adam,0,0
elroy,0,0
Bernice,1,0
Elizabeth,0,0
Taylor,1,0
Thearvy,2,0
Leah,0,0
Miriam,0,1
Diana,0,0
Daja,1,0
Eileen,0,0
Sherry,1,0
Michael,2,4
Sherri,0,2
Mac,5,2
Sandy,0,0
Linda,2,0
Ezekiel,0,0
Samuel,49,4
Sara,141,12
Jenny,0,0
M,1,0
Sophie,1,0
Venus,0,0
Kristen,0,0
AnkarClarissa,0,0
Lubna,3,0
Candace,0,1
Maggie,0,0
Selina,62,22
Bill,4,0
Brian,2,0
Anne,3,0
Alex,3,0
Svetlana,1,0
Courtney,0,0
Faye,0,0
Nikita,1,0
J.C.,1,0
Mike,0,3
Moe,0,0
Patricia,10,4
Jessica,87,12
Ana,3,0
Alexander,3,3
Kristen,31,11
Stephanie,186,46
Anet,41,6
Stephanie,120,30
Ji,57,11
Eli,14,2
Mylissa,5,0
Tida,271,54
Sandra,0,0
Lana,2,0
Eveline,2,0
Lance,0,0
Rob,0,0
Dan,0,0
Alissa,3,0
Marion,0,0
Martin,2,0
Donna,22,0
Richard,14,1
Jorgen,7,1
Aaron,4,4
Im,5,0
Ummi,2,0
Nathan,0,0
Lawrelie,4,0
John,4,0
Katrina,1,2
William,0,0
Miya,1,0
Mike,4,0
Aaron,11,0
Kristen,0,0
Bridget,10,0
Madison,2,0
Monica,5,0
Timothy,0,1
Lisa,0,0
devon,8,3
Haley,1,0
Winnie,124,21
